465.864014,468.174011,452.421997,457.334015,21056800,1
456.859985,456.859985,413.104004,424.440002,34483200,1
424.102997,427.834991,384.532013,394.795990,37919700,1
394.673004,423.295990,389.882996,408.903992,36863600,0
408.084991,412.425995,393.181000,398.821014,26580100,1
399.100006,406.915985,397.130005,402.152008,24127600,0
402.092010,441.557007,396.196991,435.790985,45099500,0
435.751007,436.112000,421.131989,423.204987,30627700,1
423.156006,423.519989,409.467987,411.574005,26814400,1
411.428986,414.937988,400.009003,404.424988,21460800,1
403.556000,406.622986,397.372009,399.519989,15029300,1
399.471008,401.016998,374.332001,377.181000,23613300,1
376.928009,385.210999,372.239990,375.467010,32497700,1
376.088013,390.976990,373.442993,386.944000,34707300,0
387.427002,391.378998,380.779999,383.614990,26229400,1
383.988007,385.497009,372.946014,375.071991,21777700,1
375.181000,377.695007,357.859009,359.511993,30901200,1
359.891998,364.487000,325.885986,328.865997,47236500,1
328.915985,341.800995,289.295990,320.510010,83308096,1
320.389008,345.134003,302.559998,330.079010,79011800,0
330.584015,339.247009,320.481995,336.187012,49199900,0
336.115997,354.364014,327.187988,352.940002,54736300,0
352.747986,382.726013,347.687012,365.026001,83641104,0
364.687012,375.066986,352.963013,361.562012,43665700,1
361.362000,367.191010,355.950989,362.299011,13345200,0
362.605988,379.433014,356.144012,378.549011,17552800,0
377.920990,397.226013,368.897003,390.414001,35221400,0
391.691986,411.697998,391.324005,400.869995,38491500,0
400.954987,402.226990,388.765991,394.773010,25267100,1
394.518005,398.807007,373.070007,382.556000,26990000,1
382.756012,385.477997,375.389008,383.757996,13600700,0
383.976013,395.157990,378.971008,391.441986,11416800,0
391.253998,393.938995,386.457001,389.545990,5914570,1
389.230988,390.084015,378.252014,382.845001,16419000,1
382.420990,392.645996,380.834015,386.475006,14188900,0
386.118011,388.575989,382.248993,383.157990,11641300,1
382.962006,385.048004,356.446991,358.416992,26456900,1
358.591003,364.345001,353.304993,358.345001,15585700,1
358.610992,359.860992,342.877014,347.270996,18127500,1
347.487000,359.221008,343.931000,354.704010,11272500,0
354.777008,358.631989,349.808990,352.989014,13033000,1
353.214996,359.984009,352.678986,357.618011,7845880,0
357.088989,357.833008,335.342987,335.591003,18192700,1
335.709015,350.912994,335.071991,345.304993,30177900,0
345.009003,348.045013,337.141998,338.321014,12545400,1
338.649994,340.528992,321.054993,325.748993,16677200,1
326.075012,329.049988,320.626007,325.891998,8603620,1
325.569000,334.002014,325.480988,327.553986,12948500,0
327.161011,331.766998,325.076996,330.492004,15655500,0
330.683014,343.368988,330.683014,339.485992,19817200,0
339.458008,352.966003,338.424011,349.290009,18797000,0
349.817993,352.731995,341.776001,342.415009,16834200,1
342.153992,347.032013,342.153992,345.488007,8535470,0
345.376007,363.626007,344.255005,363.264008,24205600,0
362.265015,374.816010,357.561005,366.924011,30450100,0
365.856995,371.309998,363.734985,367.695007,15838900,0
367.984985,429.717987,367.984985,423.561005,45783200,0
427.273010,457.092987,401.122986,420.734985,58945000,1
418.416992,419.252014,384.789001,397.817993,29589200,1
399.649994,405.528015,371.007996,376.132996,15727500,1
374.730011,390.799011,374.601990,387.881989,11905600,0
388.348999,410.199005,377.502014,387.407990,41518800,1
387.785004,392.402008,371.117004,375.197998,32222500,1
373.895996,386.480988,373.895996,380.554993,18931800,0
380.307007,382.024994,356.781006,357.839996,25233200,1
357.878998,357.878998,344.112000,350.847992,29850100,1
351.604004,364.841003,350.877991,352.920013,15273000,0
353.174988,370.845001,353.174988,367.572998,15151600,0
366.947998,387.209015,366.669006,376.901001,30930100,0
376.885986,394.700989,374.783997,375.347992,25442200,1
376.019012,377.697998,365.816010,368.369995,18601700,1
370.502014,373.992004,368.282013,369.670013,8748030,1
369.373993,382.838013,358.454987,376.446991,22946500,0
376.152008,387.601013,372.144989,375.490997,15375600,1
375.510010,382.527008,373.308990,378.046997,9194440,0
378.248993,383.661987,376.669006,379.244995,11763000,0
379.250000,384.037994,377.863007,381.315002,12364100,0
381.721985,383.026001,374.346008,375.010010,13340100,1
375.717987,378.654999,367.759003,369.604004,14529600,1
369.441986,379.191986,365.756012,376.854004,15181800,0
376.756989,378.447998,370.945007,374.785004,7009320,1
374.835999,376.291992,373.274994,375.095001,6491650,0
374.964996,376.028992,361.885986,361.908997,18898700,1
361.894989,363.066986,344.950989,352.218994,32915500,1
352.204987,352.384003,346.364990,346.364990,16427700,1
344.339996,361.356995,338.763000,350.506012,32431300,0
350.833008,352.983002,349.290985,352.541992,16989800,0
352.381012,352.381012,346.588013,347.376007,11675900,1
346.726990,353.316010,345.417999,351.631989,12415200,0
351.360992,351.815002,344.933990,345.345001,17264200,1
345.673004,345.859009,327.062012,327.062012,30864900,1
326.855011,333.954010,315.152008,319.776001,37567900,1
319.785004,323.709015,304.231995,311.395996,39173000,1
311.178986,318.532990,306.769012,317.842987,23823100,0
317.618988,330.325012,316.044006,329.955994,20856700,0
329.542999,329.628998,318.903015,320.842987,15207600,1
321.067993,334.117004,320.424988,331.885986,22315100,0
332.016998,336.286987,329.601990,334.571991,16574200,0
334.385010,334.740997,321.356995,322.533997,15092300,1
322.286011,322.670013,316.958008,319.007996,9883640,1
319.152008,331.424011,316.627014,327.924011,16410500,0
327.583008,328.911011,312.630005,315.863007,15185200,1
316.160004,320.028015,311.078003,317.239014,11676600,0
317.700989,320.266998,312.307007,312.670013,12302500,1
312.718994,314.808990,309.372986,310.737000,12528300,1
310.914001,320.192993,310.210999,320.192993,13942900,0
320.434998,320.434998,314.002991,314.248993,8036550,1
314.079010,315.838989,313.565002,315.032013,7860650,0
314.846008,315.149994,281.082001,281.082001,33054400,1
281.145996,287.230011,257.612000,264.195007,55629100,1
265.084015,278.341003,265.084015,274.473999,43962800,0
274.610992,287.553009,272.696014,286.188995,23245700,0
286.076996,298.753998,283.079010,294.337006,24866800,0
